campanha_id,nome_campanha,canal,categoria_foco,data_inicio,data_fim,investimento_reais,impressoes,cliques,conversoes,atribuicao,status,roas,receita_gerada,cac
CAMP-1609,Semana_Consumidor_2024,Marketplace,Lifestyle,2024-08-05,2024-09-30,48615.03,18273282,1002638,96289,First Click,Pausada,4.53,220226.09,0.5
CAMP-1610,Email_Reativacao_2025,Email Marketing,Lifestyle,2025-12-20,2025-12-31,54446.81,20463338,341343,35070,First Click,Pausada,2.23,121416.39,1.55
CAMP-1611,Branding_Awareness_2025,Orgânico,Acessórios,2025-09-13,2025-12-31,117159.9,22994867,1084224,61935,First Click,Ativa,1.91,223775.41,1.89
CAMP-1612,Remarketing_30d_2024,Marketplace,Lifestyle,2024-10-17,2024-10-27,58069.03,12822229,243256,24305,First Click,Finalizada,4.55,264214.09,2.39
CAMP-1613,Lancamento_Colecao_2023_12,Email Marketing,Beleza,2023-12-06,2024-04-04,109364.7,31230116,1510203,117152,Linear,Finalizada,3.03,331375.04,0.93
CAMP-1614,Liquida_Beleza_2023_09,Marketplace,Lifestyle,2023-09-25,2023-12-17,46587.86,14929431,563994,18317,Linear,Pausada,3.79,176567.99,2.54
CAMP-1615,Influenciador_Verao_2024,Email Marketing,Geral,2024-07-01,2024-08-17,101809.63,35636384,1465141,106677,First Click,Finalizada,3.78,384840.4,0.95
CAMP-1616,Lookalike_Gold_2024,Influenciador,Geral,2024-12-25,2025-12-31,103745.36,30967375,960752,52634,First Click,Ativa,1.39,144206.05,1.97
CAMP-1617,Push_Carrinho_2025_11,Marketplace,Beleza,2025-11-01,2025-12-31,92055.18,22357483,894677,75170,Last Click,Pausada,4.72,434500.45,1.22
CAMP-1618,Push_Carrinho_2023_07,Instagram Ads,Geral,2023-07-23,2023-11-20,92759.28,14348166,182260,16609,Last Click,Pausada,4.11,381240.64,5.58
CAMP-1619,Retargeting_Carrinho_2023_07,Email Marketing,Lifestyle,2023-07-19,2023-07-29,86212.0,23211261,1014844,84369,First Click,Pausada,3.7,318984.4,1.02
CAMP-1620,Parceria_Creator_2025_11,Influenciador,Lifestyle,2025-11-20,2025-12-11,43183.35,11270243,663552,39455,Linear,Finalizada,3.1,133868.39,1.09
CAMP-1621,Performance_Beleza_2024_04,Influenciador,Geral,2024-04-01,2024-06-24,115039.08,19199723,714102,47408,First Click,Pausada,11.9,1368965.05,2.43
CAMP-1622,Performance_Moda_2025,Orgânico,Beleza,2025-11-27,2025-12-31,49831.38,11991390,674227,35396,First Click,Pausada,2.08,103649.27,1.41
CAMP-1623,Performance_Beleza_2024_11,Orgânico,Moda,2024-11-17,2025-02-28,12534.15,3611806,76335,7249,Linear,Pausada,1.57,19678.62,1.73
CAMP-1624,Branding_Awareness_2024_01,Email Marketing,Moda,2024-01-07,2024-04-22,13909.63,1354905,53047,1441,First Click,Pausada,2.79,38807.87,9.65
CAMP-1625,Email_Reativacao_2025,Google Ads,Moda,2025-11-18,2025-12-31,76946.5,27483287,1447493,86804,Last Click,Ativa,3.17,243920.4,0.89
CAMP-1626,Performance_Beleza_2025_05,Email Marketing,Beleza,2025-05-27,2025-08-09,90321.46,8098315,423009,25524,Last Click,Finalizada,3.32,299867.25,3.54
CAMP-1627,LTV_Expansion_2025_11,Email Marketing,Beleza,2025-11-15,2025-12-03,50390.01,4066388,230674,19698,First Click,Pausada,4.58,230786.25,2.56
CAMP-1628,Performance_Moda_2024,Google Ads,Acessórios,2024-07-05,2025-12-31,4164.61,511039,4533,356,First Click,Ativa,3.76,15658.93,11.7
CAMP-1629,LTV_Expansion_2025_05,Marketplace,Beleza,2025-05-09,2025-06-26,75699.65,10510270,222399,26646,First Click,Finalizada,2.94,222556.97,2.84
CAMP-1630,Retargeting_Carrinho_2023,Instagram Ads,Beleza,2023-12-24,2024-03-24,35931.14,10435891,286409,15712,First Click,Pausada,6.69,240379.33,2.29
CAMP-1631,Feed_Carousel_2024,Google Ads,Acessórios,2024-04-01,2024-05-12,48727.27,16627497,741906,27815,First Click,Finalizada,3.45,168109.08,1.75
CAMP-1632,Liquidacao_Julho_2023_07,TikTok Ads,Lifestyle,2023-07-11,2025-12-31,91829.64,27613710,281259,13791,First Click,Ativa,3.16,290181.66,6.66
CAMP-1633,Email_Reativacao_2024_06,Orgânico,Geral,2024-06-25,2024-09-26,116513.5,41896538,2137041,85305,First Click,Pausada,3.19,371678.07,1.37
CAMP-1634,Volta_as_Aulas_2024,Influenciador,Geral,2024-08-08,2024-09-19,49451.44,19765744,1145582,40542,Linear,Finalizada,12.2,603307.57,1.22
CAMP-1635,LTV_Expansion_2025_07,TikTok Ads,Geral,2025-07-10,2025-08-02,69860.92,18263267,606327,66848,Linear,Finalizada,2.63,183734.22,1.05
CAMP-1636,Upsell_Platinum_2023_10,Instagram Ads,Lifestyle,2023-10-17,2023-11-14,67728.33,8209992,229545,12348,Last Click,Finalizada,4.85,328482.4,5.48
CAMP-1637,Dia_Das_Maes_2024,Google Ads,Beleza,2024-07-20,2024-11-17,70640.93,22316587,1096604,99507,Linear,Pausada,3.75,264903.49,0.71
CAMP-1638,Liquida_Beleza_2025,Marketplace,Acessórios,2025-09-15,2025-11-18,44785.84,14775586,127699,2982,Last Click,Pausada,1.2,53743.01,15.02
CAMP-1639,Performance_Sempre_Ligada_2023,Email Marketing,Beleza,2023-06-07,2023-09-17,117130.58,31840423,510956,12194,Last Click,Pausada,4.59,537629.36,9.61
CAMP-1640,Performance_Moda_2025,Influenciador,Moda,2025-11-23,2025-12-31,100841.08,31442303,1794806,206805,First Click,Pausada,10.09,1017486.5,0.49
CAMP-1641,Push_Carrinho_2025_10,TikTok Ads,Lifestyle,2025-10-03,2025-10-25,24654.2,8374754,282871,7567,First Click,Pausada,4.56,112423.15,3.26
CAMP-1642,Performance_Sempre_Ligada_2025,Email Marketing,Geral,2025-07-21,2025-10-21,35795.3,11366099,485227,42070,Linear,Finalizada,2.32,83045.1,0.85
CAMP-1643,Influenciador_Verao_2023_09,Orgânico,Beleza,2023-09-06,2023-12-28,3911.43,1480070,88290,5040,Last Click,Pausada,3.49,13650.89,0.78
CAMP-1644,Fidelidade_Clientes_2024,Email Marketing,Geral,2024-03-19,2024-07-09,77954.39,27622209,798820,19561,First Click,Pausada,3.64,283753.98,3.99
CAMP-1645,Performance_Moda_2024_10,Orgânico,Moda,2024-10-14,2024-12-27,68710.14,27004090,430786,40533,Last Click,Finalizada,4.85,333244.18,1.7
CAMP-1646,Performance_Beleza_2024,TikTok Ads,Moda,2024-04-26,2024-07-04,14637.81,1936251,38198,686,Last Click,Finalizada,5.52,80800.71,21.34
CAMP-1647,UGC_Organico_2023,Instagram Ads,Moda,2023-08-16,2023-11-13,8978.3,3564253,93311,3250,First Click,Pausada,5.81,52163.92,2.76
CAMP-1648,Stories_Boost_2025,Instagram Ads,Beleza,2025-06-27,2025-10-18,70976.2,17389428,313975,19013,Last Click,Pausada,2.92,207250.5,3.73
CAMP-1649,Feed_Carousel_2024_08,TikTok Ads,Lifestyle,2024-08-10,2024-08-17,59307.2,5231800,245838,16913,First Click,Finalizada,2.97,176142.38,3.51
CAMP-1650,Dia_Dos_Namorados_2024_06,Instagram Ads,Acessórios,2024-06-03,2024-08-26,94414.03,26583212,1563830,133999,Linear,Pausada,2.45,231314.37,0.7
CAMP-1651,Remarketing_30d_2025,Google Ads,Beleza,2025-10-12,2025-12-31,42330.7,5995187,127704,9776,First Click,Ativa,3.35,141807.85,4.33
CAMP-1652,Performance_Beleza_2025_12,Influenciador,Lifestyle,2025-12-03,2025-12-31,38651.12,13421744,289235,25746,Linear,Pausada,5.8,224176.5,1.5
CAMP-1653,Semana_Consumidor_2024,Orgânico,Moda,2024-01-21,2024-03-28,6259.3,523393,10877,1100,Last Click,Pausada,2.28,14271.2,5.69
CAMP-1654,Feed_Carousel_2024,Instagram Ads,Geral,2024-01-25,2024-05-11,21549.69,7270154,67284,2219,Linear,Pausada,2.8,60339.13,9.71
CAMP-1655,Push_Carrinho_2023_09,Orgânico,Moda,2023-09-12,2023-11-27,82202.23,13907333,814264,74758,First Click,Finalizada,3.16,259759.05,1.1
CAMP-1656,Stories_Boost_2023,Marketplace,Lifestyle,2023-10-23,2023-12-17,83107.49,25511844,478235,15499,First Click,Finalizada,2.67,221897.0,5.36
CAMP-1657,Push_Carrinho_2025_08,Instagram Ads,Beleza,2025-08-10,2025-08-19,91498.04,31927153,1064574,69851,First Click,Pausada,4.41,403506.36,1.31
CAMP-1658,Semana_Consumidor_2023_11,Email Marketing,Beleza,2023-11-23,2025-12-31,83975.12,9207876,475430,47759,First Click,Ativa,4.46,374529.04,1.76
CAMP-1659,Volta_as_Aulas_2025,Instagram Ads,Beleza,2025-03-26,2025-04-14,40367.23,6790440,173850,2638,Linear,Pausada,3.2,129175.14,15.3
CAMP-1660,Cyber_Monday_2025,Instagram Ads,Moda,2025-11-13,2025-12-31,119304.56,40037479,1719860,47266,Last Click,Ativa,5.0,596522.8,2.52
CAMP-1661,Performance_Beleza_2024_08,Orgânico,Moda,2024-08-09,2024-09-20,57733.67,17518222,859757,90265,Linear,Finalizada,4.09,236130.71,0.64
CAMP-1662,Liquidacao_Julho_2024_02,Google Ads,Moda,2024-02-10,2024-02-26,87557.52,23159428,692552,67311,Last Click,Finalizada,3.13,274055.04,1.3
CAMP-1663,Performance_Sempre_Ligada_2024_12,Google Ads,Beleza,2024-12-25,2025-01-01,28004.28,2362301,110910,2007,Last Click,Finalizada,3.13,87653.4,13.95
CAMP-1664,Cyber_Monday_2024,TikTok Ads,Geral,2024-01-07,2024-03-20,6000.56,2262213,24195,871,First Click,Finalizada,4.32,25922.42,6.89
CAMP-1665,UGC_Organico_2023_12,Influenciador,Moda,2023-12-17,2024-01-04,32064.63,2647402,96209,2239,First Click,Finalizada,1.14,36553.68,14.32
CAMP-1666,Lancamento_Colecao_2025,Google Ads,Moda,2025-04-21,2025-12-31,43907.41,3840043,83095,2275,Linear,Ativa,3.76,165091.86,19.3
CAMP-1667,Liquidacao_Julho_2024_04,Marketplace,Geral,2024-04-28,2025-12-31,77982.22,10896871,309536,4782,Last Click,Ativa,1.17,91239.2,16.31
CAMP-1668,Upsell_Platinum_2024_11,Influenciador,Acessórios,2024-11-11,2024-12-22,5452.6,934933,34550,2644,Linear,Pausada,5.28,28789.73,2.06
CAMP-1669,Feed_Carousel_2025_01,Instagram Ads,Moda,2025-01-21,2025-04-29,41873.72,8044993,152780,16423,Last Click,Finalizada,3.65,152839.08,2.55
CAMP-1670,Remarketing_30d_2025,Google Ads,Beleza,2025-11-12,2025-12-31,59300.15,14137944,344607,18889,Last Click,Ativa,3.41,202213.51,3.14
CAMP-1671,Volta_as_Aulas_2024_09,TikTok Ads,Beleza,2024-09-14,2025-12-31,1456.1,325658,13449,1255,First Click,Ativa,1.6,2329.76,1.16
CAMP-1672,Performance_Moda_2024_09,Influenciador,Moda,2024-09-12,2025-12-31,45060.17,6474934,53270,3118,Last Click,Ativa,14.29,643909.83,14.45
CAMP-1673,Semana_Consumidor_2024_07,Marketplace,Moda,2024-07-02,2024-09-03,44935.68,6172260,146378,4832,Last Click,Pausada,2.77,124471.83,9.3
CAMP-1674,Influenciador_Verao_2024_12,Instagram Ads,Acessórios,2024-12-24,2025-01-12,83388.71,33022302,1067016,17056,Linear,Finalizada,4.86,405269.13,4.89
CAMP-1675,Push_Carrinho_2025_10,Instagram Ads,Geral,2025-10-18,2025-12-31,101743.97,21313025,408571,18921,Last Click,Finalizada,3.18,323545.82,5.38
CAMP-1676,Cyber_Monday_2024,Orgânico,Geral,2024-05-21,2024-07-25,65723.25,5403304,236159,3639,Linear,Finalizada,4.98,327301.79,18.06
CAMP-1677,Fidelidade_Clientes_2025,Marketplace,Acessórios,2025-02-18,2025-06-14,96724.14,10841200,191365,2451,First Click,Pausada,1.97,190546.56,39.46
CAMP-1678,Push_Carrinho_2025,TikTok Ads,Beleza,2025-12-20,2025-12-31,25397.93,10145286,294754,11347,Last Click,Pausada,7.49,190230.5,2.24
CAMP-1679,Cyber_Monday_2024_08,Google Ads,Beleza,2024-08-13,2024-11-03,31142.82,6869319,383027,30034,Last Click,Pausada,3.72,115851.29,1.04
CAMP-1680,Remarketing_30d_2023,Orgânico,Beleza,2023-03-08,2023-03-17,30313.19,12043554,137217,10682,Last Click,Pausada,1.7,51532.42,2.84
CAMP-1681,Retargeting_Carrinho_2023,Influenciador,Beleza,2023-05-16,2023-08-08,106757.07,8851195,380413,17671,Last Click,Pausada,5.26,561542.19,6.04
CAMP-1682,Influenciador_Verao_2023_07,Orgânico,Lifestyle,2023-07-02,2023-09-03,52482.82,15782233,636993,20505,Linear,Finalizada,1.12,58780.76,2.56
CAMP-1683,Lancamento_Colecao_2024,TikTok Ads,Acessórios,2024-04-07,2024-05-07,119148.85,37163244,588237,14182,First Click,Finalizada,2.92,347914.64,8.4
CAMP-1684,Volta_as_Aulas_2025,Marketplace,Geral,2025-01-13,2025-02-27,3587.6,1208481,9884,706,Last Click,Finalizada,4.19,15032.04,5.08
CAMP-1685,Branding_Awareness_2023,Email Marketing,Lifestyle,2023-10-17,2023-11-10,10360.76,3561089,147059,14267,Last Click,Finalizada,1.53,15851.96,0.73
CAMP-1686,Lookalike_Gold_2025_11,Influenciador,Moda,2025-11-28,2025-12-31,60859.48,13204610,394195,20039,First Click,Finalizada,13.93,847772.56,3.04
CAMP-1687,Liquidacao_Julho_2023_12,Instagram Ads,Moda,2023-12-13,2024-02-23,76188.27,25449571,1452649,155628,Last Click,Finalizada,5.64,429701.84,0.49
CAMP-1688,Fidelidade_Clientes_2024_06,Email Marketing,Acessórios,2024-06-20,2024-09-10,12717.57,4783074,282243,24523,Linear,Pausada,3.99,50743.1,0.52
CAMP-1689,Semana_Consumidor_2025,Orgânico,Lifestyle,2025-02-09,2025-05-17,4318.93,1368365,74185,7383,Linear,Finalizada,3.39,14641.17,0.58
CAMP-1690,Push_Carrinho_2024,Google Ads,Beleza,2024-07-10,2024-08-02,117048.09,18999617,528423,12884,Linear,Pausada,3.59,420202.64,9.08
CAMP-1691,Stories_Boost_2025,TikTok Ads,Moda,2025-02-11,2025-04-30,27511.82,2344303,104063,3129,First Click,Finalizada,6.04,166171.39,8.79
CAMP-1692,Stories_Boost_2025_09,Google Ads,Beleza,2025-09-23,2025-12-02,20880.47,7613879,313103,14875,Last Click,Finalizada,3.5,73081.65,1.4
CAMP-1693,CAC_Reducao_2025_09,Instagram Ads,Geral,2025-09-05,2025-09-28,54140.1,15470382,645802,10564,Last Click,Pausada,3.45,186783.35,5.12
CAMP-1694,Push_Carrinho_2024_12,Email Marketing,Moda,2024-12-03,2025-01-04,69149.04,13720892,328056,30258,Last Click,Finalizada,4.89,338138.81,2.29
CAMP-1695,Performance_Sempre_Ligada_2025,Marketplace,Moda,2025-06-17,2025-08-19,68170.81,22835143,411614,34826,Last Click,Finalizada,4.43,301996.69,1.96
CAMP-1696,LTV_Expansion_2024,Google Ads,Beleza,2024-02-02,2024-02-16,50178.26,10183233,151579,3165,Last Click,Pausada,3.32,166591.82,15.85
CAMP-1697,Liquida_Beleza_2024,Orgânico,Geral,2024-05-11,2024-07-23,38832.35,12446332,331578,21316,Last Click,Finalizada,2.02,78441.35,1.82
CAMP-1698,Volta_as_Aulas_2023,Influenciador,Moda,2023-01-13,2023-03-04,97041.12,34339703,794649,12971,Last Click,Finalizada,5.62,545371.09,7.48
CAMP-1699,Liquidacao_Julho_2023,Instagram Ads,Beleza,2023-05-28,2023-06-12,111967.81,9134361,453860,46135,Last Click,Finalizada,6.56,734508.83,2.43
CAMP-1700,Remarketing_30d_2023_06,Instagram Ads,Geral,2023-06-27,2023-07-09,54425.71,21044575,615067,9234,First Click,Pausada,6.68,363563.74,5.89
CAMP-1701,Feed_Carousel_2025_07,Google Ads,Geral,2025-07-02,2025-10-19,87812.38,22214631,1027781,35527,Linear,Finalizada,3.87,339833.91,2.47
CAMP-1702,CAC_Reducao_2024,Instagram Ads,Beleza,2024-11-19,2025-12-31,92464.93,26273948,1335530,83229,Linear,Ativa,6.6,610268.54,1.11
CAMP-1703,Lancamento_Colecao_2024_06,Marketplace,Beleza,2024-06-05,2024-06-26,43636.91,12000400,424629,18204,Last Click,Pausada,1.82,79419.18,2.4
CAMP-1704,Push_Carrinho_2024_09,TikTok Ads,Acessórios,2024-09-01,2024-11-10,68849.85,20419886,1106555,82208,Linear,Pausada,1.79,123241.23,0.84
CAMP-1705,Influenciador_Inverno_2023_12,Marketplace,Moda,2023-12-20,2024-01-14,96211.41,37543905,991018,67735,Last Click,Pausada,2.33,224172.59,1.42
CAMP-1706,Lancamento_Colecao_2024_04,Email Marketing,Moda,2024-04-28,2024-05-10,11745.01,3736235,159086,9835,Last Click,Pausada,2.45,28775.27,1.19
CAMP-1707,Remarketing_30d_2023_09,Instagram Ads,Lifestyle,2023-09-14,2023-12-17,24335.7,5847267,276224,6686,Last Click,Pausada,5.21,126789.0,3.64
CAMP-1708,Volta_as_Aulas_2024_02,Orgânico,Geral,2024-02-19,2024-03-28,20364.17,7438625,71549,5774,Last Click,Pausada,3.87,78809.34,3.53
CAMP-1709,UGC_Organico_2024,Google Ads,Acessórios,2024-08-10,2024-09-12,101946.92,22622513,1004197,52453,Linear,Pausada,3.21,327249.61,1.94
CAMP-1710,Dia_Dos_Namorados_2024,Orgânico,Moda,2024-02-26,2024-06-14,56354.94,13536956,315882,8255,Linear,Pausada,4.29,241762.69,6.83
CAMP-1711,Parceria_Creator_2025,Influenciador,Acessórios,2025-09-19,2025-11-18,28420.87,6458751,100171,8205,Linear,Pausada,7.79,221398.58,3.46
CAMP-1712,CAC_Reducao_2023_04,Instagram Ads,Beleza,2023-04-16,2023-07-05,4502.21,1530825,72976,4168,Linear,Pausada,6.0,27013.26,1.08
CAMP-1713,Dia_Das_Maes_2023,Orgânico,Acessórios,2023-11-18,2024-01-23,69794.81,21290587,248488,24107,Linear,Finalizada,2.26,157736.27,2.9
CAMP-1714,Parceria_Creator_2025,Email Marketing,Moda,2025-09-20,2025-12-31,89923.85,20510375,234804,17410,Linear,Finalizada,1.23,110606.34,5.17
CAMP-1715,Black_Friday_Main_2025,Influenciador,Lifestyle,2025-10-25,2025-12-20,48717.45,12470546,427583,30167,First Click,Pausada,8.11,395098.52,1.61
CAMP-1716,Dia_Das_Maes_2024_02,Instagram Ads,Acessórios,2024-02-05,2024-04-03,21812.72,8275949,404613,30867,Linear,Pausada,5.69,124114.38,0.71
CAMP-1717,Performance_Sempre_Ligada_2023_03,TikTok Ads,Geral,2023-03-19,2023-06-03,101710.68,33658520,441302,41646,Last Click,Finalizada,5.72,581785.09,2.44
CAMP-1718,UGC_Organico_2024_12,Instagram Ads,Acessórios,2024-12-25,2025-03-18,104794.54,9962198,383336,13086,Last Click,Pausada,4.77,499869.96,8.01
CAMP-1719,Branding_Awareness_2023_04,Email Marketing,Geral,2023-04-09,2023-06-20,79430.08,21794900,689030,10393,Last Click,Finalizada,2.68,212872.61,7.64
CAMP-1720,Lancamento_Colecao_2025_07,Marketplace,Geral,2025-07-28,2025-11-05,119585.94,16876309,445944,26341,First Click,Pausada,1.94,231996.72,4.54
CAMP-1721,Performance_Moda_2025,TikTok Ads,Beleza,2025-04-04,2025-05-24,81825.2,26645734,822790,90142,Last Click,Pausada,2.11,172651.17,0.91
CAMP-1722,Retargeting_Carrinho_2025,Email Marketing,Geral,2025-12-08,2025-12-31,31756.22,5702702,336781,23276,Last Click,Finalizada,2.25,71451.49,1.36
CAMP-1723,Feed_Carousel_2025,Marketplace,Moda,2025-12-04,2025-12-31,102129.65,14656082,525555,30921,Linear,Finalizada,2.57,262473.2,3.3
CAMP-1724,Semana_Consumidor_2025_01,Email Marketing,Moda,2025-01-19,2025-05-18,74225.64,18710249,999743,25627,Linear,Finalizada,4.22,313232.2,2.9
CAMP-1725,Liquidacao_Julho_2024_09,Influenciador,Lifestyle,2024-09-10,2024-11-16,3163.82,1023845,20537,1949,First Click,Finalizada,14.33,45337.54,1.62
CAMP-1726,Lancamento_Colecao_2023,Instagram Ads,Acessórios,2023-03-20,2023-04-23,60822.62,8920247,126572,9372,First Click,Finalizada,5.53,336349.09,6.49
CAMP-1727,Lookalike_Gold_2025,Email Marketing,Beleza,2025-08-08,2025-12-31,47341.64,12264291,571982,50433,Linear,Ativa,1.35,63911.21,0.94
CAMP-1728,Stories_Boost_2025,Influenciador,Lifestyle,2025-03-27,2025-04-25,11038.33,3901516,180609,3176,First Click,Finalizada,4.19,46250.6,3.48
CAMP-1729,Dia_Dos_Namorados_2024_01,Email Marketing,Acessórios,2024-01-15,2024-02-29,95406.16,33477915,1502120,79259,Linear,Finalizada,3.97,378762.46,1.2
CAMP-1730,Dia_Das_Maes_2024,Influenciador,Geral,2024-11-03,2025-01-11,88938.7,33393951,1325989,75205,First Click,Finalizada,0.69,61367.7,1.18
CAMP-1731,Semana_Consumidor_2025_11,Google Ads,Moda,2025-11-04,2025-12-31,77534.55,29594427,1608294,33576,Linear,Pausada,3.84,297732.67,2.31
CAMP-1732,Remarketing_30d_2025,Marketplace,Acessórios,2025-01-23,2025-05-14,83340.58,28292095,649747,59096,First Click,Pausada,3.88,323361.45,1.41
CAMP-1733,Performance_Sempre_Ligada_2024_11,Email Marketing,Acessórios,2024-11-21,2024-12-23,97466.55,21045051,1101551,53168,Linear,Pausada,3.3,321639.61,1.83
CAMP-1734,Liquidacao_Julho_2025,Email Marketing,Acessórios,2025-03-04,2025-04-04,45377.97,10305223,403848,20810,First Click,Finalizada,4.81,218268.04,2.18
CAMP-1735,Natal_Presentes_2025_07,Google Ads,Lifestyle,2025-07-08,2025-10-26,16304.39,5734082,84040,7127,Linear,Pausada,3.61,58858.85,2.29
CAMP-1736,Lancamento_Colecao_2023,Instagram Ads,Moda,2023-12-15,2024-03-01,106954.17,25265899,1013017,11929,Last Click,Pausada,5.07,542257.64,8.97
CAMP-1737,Upsell_Platinum_2024_07,Google Ads,Lifestyle,2024-07-04,2024-07-14,25512.39,8383282,219843,13272,Last Click,Pausada,3.36,85721.63,1.92
CAMP-1738,Performance_Moda_2023_02,Google Ads,Acessórios,2023-02-18,2023-04-28,45677.28,4625966,177622,16438,Linear,Pausada,3.38,154389.21,2.78
CAMP-1739,Branding_Awareness_2024,Orgânico,Lifestyle,2024-10-25,2024-11-24,82300.03,16476573,886464,88033,Linear,Finalizada,1.11,91353.03,0.93
CAMP-1740,LTV_Expansion_2023_12,Influenciador,Moda,2023-12-26,2024-01-10,99842.87,32965571,728423,30404,Last Click,Pausada,8.47,845669.11,3.28
CAMP-1741,Stories_Boost_2025,Google Ads,Beleza,2025-09-08,2025-10-23,90652.39,35004936,400366,44747,First Click,Finalizada,3.74,339039.94,2.03
CAMP-1742,Lookalike_Gold_2024,Influenciador,Acessórios,2024-10-27,2024-12-18,13911.91,4214450,162655,11037,First Click,Pausada,5.09,70811.62,1.26
CAMP-1743,Remarketing_30d_2024_01,Google Ads,Moda,2024-01-19,2024-02-26,59566.54,13065500,168903,5299,First Click,Finalizada,3.37,200739.24,11.24
CAMP-1744,Liquidacao_Julho_2025,Instagram Ads,Moda,2025-12-18,2025-12-31,37579.98,10008866,248998,28190,Last Click,Pausada,4.41,165727.71,1.33
CAMP-1745,Influenciador_Inverno_2023,Google Ads,Moda,2023-08-26,2023-11-11,11858.67,3283009,95470,6462,Last Click,Finalizada,3.33,39489.37,1.84
CAMP-1746,Retargeting_Carrinho_2024_11,TikTok Ads,Moda,2024-11-18,2024-11-25,103674.24,35563354,1498653,55274,Last Click,Pausada,3.92,406403.02,1.88
CAMP-1747,TikTok_Viral_2023_07,Google Ads,Beleza,2023-07-02,2025-12-31,23589.47,3283801,112025,11893,Linear,Ativa,3.94,92942.51,1.98
CAMP-1748,Natal_Presentes_2023,Instagram Ads,Lifestyle,2023-03-10,2023-03-29,94633.71,8397674,245720,3448,Linear,Finalizada,3.6,340681.36,27.45
CAMP-1749,Branding_Awareness_2023,Email Marketing,Beleza,2023-02-28,2023-04-07,101886.78,25082301,368551,38261,First Click,Pausada,4.96,505358.43,2.66
CAMP-1750,CAC_Reducao_2023_03,TikTok Ads,Geral,2023-03-22,2023-05-15,16952.61,1505561,87271,7968,First Click,Finalizada,1.99,33735.69,2.13
CAMP-1751,Black_Friday_Main_2024,Influenciador,Geral,2024-04-08,2024-05-09,77080.73,15135379,528000,60767,Linear,Pausada,2.8,215826.04,1.27
CAMP-1752,Liquidacao_Julho_2024_07,Email Marketing,Lifestyle,2024-07-22,2024-08-14,36652.66,8803644,207034,20384,First Click,Pausada,4.17,152841.59,1.8
CAMP-1753,Performance_Beleza_2025,Influenciador,Geral,2025-07-14,2025-08-12,87615.96,23364534,620180,36031,First Click,Pausada,7.37,645729.63,2.43
CAMP-1754,Volta_as_Aulas_2025_11,Influenciador,Geral,2025-11-21,2025-12-31,99679.22,19336536,994122,20014,Last Click,Finalizada,14.74,1469271.7,4.98
CAMP-1755,Liquidacao_Julho_2025_02,Influenciador,Lifestyle,2025-02-09,2025-04-06,44493.89,7066174,291537,4858,Last Click,Pausada,4.85,215795.37,9.16
CAMP-1756,Volta_as_Aulas_2023_04,Marketplace,Lifestyle,2023-04-13,2023-07-18,19278.62,6959778,337045,38553,Last Click,Finalizada,2.74,52823.42,0.5
CAMP-1757,Cyber_Monday_2024,Orgânico,Beleza,2024-04-18,2024-07-22,15448.36,4368995,208948,14764,First Click,Finalizada,1.62,25026.34,1.05
CAMP-1758,Black_Friday_Main_2024,Orgânico,Acessórios,2024-10-05,2024-11-24,9999.19,2850820,150800,13083,Linear,Finalizada,3.98,39796.78,0.76
